月份,贸易伙伴,出口量kg,金额,币种,来源文件
202505,哈萨克斯坦,186,219435,USD,customs-85177950-2025-breakdown-usd.csv
202505,哥伦比亚,644,477104,USD,customs-85177950-2025-breakdown-usd.csv
202505,哥斯达黎加,10,4106,USD,customs-85177950-2025-breakdown-usd.csv
202505,喀麦隆,45,58283,USD,customs-85177950-2025-breakdown-usd.csv
202505,土库曼斯坦,5,3258,USD,customs-85177950-2025-breakdown-usd.csv
202505,土耳其,871,804229,USD,customs-85177950-2025-breakdown-usd.csv
202505,坦桑尼亚,270,20462,USD,customs-85177950-2025-breakdown-usd.csv
202505,埃及,991,171604,USD,customs-85177950-2025-breakdown-usd.csv
202505,埃塞俄比亚,31,29134,USD,customs-85177950-2025-breakdown-usd.csv
202505,塔吉克斯坦,9,6852,USD,customs-85177950-2025-breakdown-usd.csv
202505,塞内加尔,179,2629,USD,customs-85177950-2025-breakdown-usd.csv
202505,塞尔维亚,54,59660,USD,customs-85177950-2025-breakdown-usd.csv
202505,塞拉利昂,1,1423,USD,customs-85177950-2025-breakdown-usd.csv
202505,塞舌尔,0,22,USD,customs-85177950-2025-breakdown-usd.csv
202505,墨西哥,8992,29167390,USD,customs-85177950-2025-breakdown-usd.csv
202505,多哥,0,2392,USD,customs-85177950-2025-breakdown-usd.csv
202505,"多米尼加
",150,29494,USD,customs-85177950-2025-breakdown-usd.csv
202505,奥地利,81,31755,USD,customs-85177950-2025-breakdown-usd.csv
202505,委内瑞拉,147,409990,USD,customs-85177950-2025-breakdown-usd.csv
202505,孟加拉国,462,44213,USD,customs-85177950-2025-breakdown-usd.csv
202505,安哥拉,25,16681,USD,customs-85177950-2025-breakdown-usd.csv
202505,尼日利亚,1895,1169713,USD,customs-85177950-2025-breakdown-usd.csv
202505,尼泊尔,0,4183,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴哈马,3,5926,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴基斯坦,687,363408,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴布亚新几内亚,4,4440,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴拉圭,797,340107,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴拿马,1505,871503,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴林,1,1167,USD,customs-85177950-2025-breakdown-usd.csv
202505,巴西,5445,2738085,USD,customs-85177950-2025-breakdown-usd.csv
202505,布基纳法索,0,194,USD,customs-85177950-2025-breakdown-usd.csv
202505,希腊,44,19123,USD,customs-85177950-2025-breakdown-usd.csv
202505,"库拉索
",3,666,USD,customs-85177950-2025-breakdown-usd.csv
202505,德国,7543,7394303,USD,customs-85177950-2025-breakdown-usd.csv
202505,意大利,304,374192,USD,customs-85177950-2025-breakdown-usd.csv
202505,所罗门群岛,22,6275,USD,customs-85177950-2025-breakdown-usd.csv
202505,拉脱维亚,1294,680521,USD,customs-85177950-2025-breakdown-usd.csv
202505,挪威,699,1001223,USD,customs-85177950-2025-breakdown-usd.csv
202505,捷克,762,327571,USD,customs-85177950-2025-breakdown-usd.csv
202505,摩尔多瓦,71,6865,USD,customs-85177950-2025-breakdown-usd.csv
202505,摩洛哥,451,180303,USD,customs-85177950-2025-breakdown-usd.csv
202505,文莱,0,13,USD,customs-85177950-2025-breakdown-usd.csv
202505,斯威士兰,12,2010,USD,customs-85177950-2025-breakdown-usd.csv
202505,斯洛伐克,70,186021,USD,customs-85177950-2025-breakdown-usd.csv
202505,斯洛文尼亚,48,23339,USD,customs-85177950-2025-breakdown-usd.csv
202505,斯里兰卡,187,58721,USD,customs-85177950-2025-breakdown-usd.csv
202505,新加坡,11991,8592639,USD,customs-85177950-2025-breakdown-usd.csv
202505,新西兰,132,358781,USD,customs-85177950-2025-breakdown-usd.csv
202505,日本,2744,3101317,USD,customs-85177950-2025-breakdown-usd.csv
202505,智利,109,22329,USD,customs-85177950-2025-breakdown-usd.csv
202505,柬埔寨,159,39115,USD,customs-85177950-2025-breakdown-usd.csv
202505,格鲁吉亚,91,69888,USD,customs-85177950-2025-breakdown-usd.csv
202505,比利时,1524,777326,USD,customs-85177950-2025-breakdown-usd.csv
202505,毛里塔尼亚,7,2694,USD,customs-85177950-2025-breakdown-usd.csv
202505,毛里求斯,8,4528,USD,customs-85177950-2025-breakdown-usd.csv
202505,沙特阿拉伯,752,284842,USD,customs-85177950-2025-breakdown-usd.csv
202505,法国,1742,1648001,USD,customs-85177950-2025-breakdown-usd.csv
202505,法属波利尼西亚,7,1625,USD,customs-85177950-2025-breakdown-usd.csv
202505,波兰,1055,667028,USD,customs-85177950-2025-breakdown-usd.csv
202505,波多黎各,0,480,USD,customs-85177950-2025-breakdown-usd.csv
202505,波斯尼亚和黑塞哥维那,35,10465,USD,customs-85177950-2025-breakdown-usd.csv
202505,泰国,28094,59422559,USD,customs-85177950-2025-breakdown-usd.csv
202505,津巴布韦,201,17462,USD,customs-85177950-2025-breakdown-usd.csv
202505,洪都拉斯,33,10050,USD,customs-85177950-2025-breakdown-usd.csv
202505,澳大利亚,1857,1413858,USD,customs-85177950-2025-breakdown-usd.csv
202505,爱尔兰,17412,24661091,USD,customs-85177950-2025-breakdown-usd.csv
202505,爱沙尼亚,8,5298,USD,customs-85177950-2025-breakdown-usd.csv
202505,牙买加,24,3163,USD,customs-85177950-2025-breakdown-usd.csv
202505,特立尼达和多巴哥,4,4854,USD,customs-85177950-2025-breakdown-usd.csv
202505,"玻利维亚
",4,1249,USD,customs-85177950-2025-breakdown-usd.csv
202505,瑞典,2627,1015342,USD,customs-85177950-2025-breakdown-usd.csv
202505,瑞士,420,368121,USD,customs-85177950-2025-breakdown-usd.csv
202505,留尼汪,1,531,USD,customs-85177950-2025-breakdown-usd.csv
202505,白俄罗斯,22,1856,USD,customs-85177950-2025-breakdown-usd.csv
202505,百慕大,0,553,USD,customs-85177950-2025-breakdown-usd.csv
202505,科威特,22,16267,USD,customs-85177950-2025-breakdown-usd.csv
202505,科特迪瓦,221,209118,USD,customs-85177950-2025-breakdown-usd.csv
202505,秘鲁,272,275226,USD,customs-85177950-2025-breakdown-usd.csv
202505,突尼斯,2,3298,USD,customs-85177950-2025-breakdown-usd.csv
202505,立陶宛,82,9687,USD,customs-85177950-2025-breakdown-usd.csv
202505,索马里,0,1012,USD,customs-85177950-2025-breakdown-usd.csv
202505,约旦,67,16958,USD,customs-85177950-2025-breakdown-usd.csv
202505,纳米比亚,0,200,USD,customs-85177950-2025-breakdown-usd.csv
202505,缅甸,89,139369,USD,customs-85177950-2025-breakdown-usd.csv
202505,罗马尼亚,179,184599,USD,customs-85177950-2025-breakdown-usd.csv
202505,美国,44046,40648420,USD,customs-85177950-2025-breakdown-usd.csv
202505,老挝,7,786,USD,customs-85177950-2025-breakdown-usd.csv
202505,肯尼亚,298,38430,USD,customs-85177950-2025-breakdown-usd.csv
202505,芬兰,363,365787,USD,customs-85177950-2025-breakdown-usd.csv
202505,英国,4679,4053583,USD,customs-85177950-2025-breakdown-usd.csv
202505,荷兰,13785,22272452,USD,customs-85177950-2025-breakdown-usd.csv
202505,莫桑比克,52,9722,USD,customs-85177950-2025-breakdown-usd.csv
202505,菲律宾,1107,244348,USD,customs-85177950-2025-breakdown-usd.csv
202505,萨尔瓦多,39,16603,USD,customs-85177950-2025-breakdown-usd.csv
202505,葡萄牙,51,25806,USD,customs-85177950-2025-breakdown-usd.csv
202505,蒙古,384,112198,USD,customs-85177950-2025-breakdown-usd.csv
202505,西班牙,433,312949,USD,customs-85177950-2025-breakdown-usd.csv
202505,贝宁,50,144990,USD,customs-85177950-2025-breakdown-usd.csv
202505,赞比亚,154,82096,USD,customs-85177950-2025-breakdown-usd.csv
202505,赤道几内亚,0,24,USD,customs-85177950-2025-breakdown-usd.csv
202505,越南,5728,3727901,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿塞拜疆,163,38958,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿富汗,2,381,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿尔及利亚,886,264528,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿尔巴尼亚,3,5273,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿曼,28,7570,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿根廷,168,64705,USD,customs-85177950-2025-breakdown-usd.csv
202505,阿联酋,6503,2592414,USD,customs-85177950-2025-breakdown-usd.csv
202505,韩国,5568,4334925,USD,customs-85177950-2025-breakdown-usd.csv
202505,马尔代夫,9,4354,USD,customs-85177950-2025-breakdown-usd.csv
202505,马拉维,1,431,USD,customs-85177950-2025-breakdown-usd.csv
202505,马来西亚,63728,138997118,USD,customs-85177950-2025-breakdown-usd.csv
202505,马绍尔群岛,17,4603,USD,customs-85177950-2025-breakdown-usd.csv
202505,马耳他,3,2460,USD,customs-85177950-2025-breakdown-usd.csv
202505,马达加斯加,7,4324,USD,customs-85177950-2025-breakdown-usd.csv
202505,马里,0,7,USD,customs-85177950-2025-breakdown-usd.csv
202505,黎巴嫩,209,10522,USD,customs-85177950-2025-breakdown-usd.csv
202506,不丹,8,8485,USD,customs-85177950-2025-breakdown-usd.csv
202506,东帝汶,30,2008,USD,customs-85177950-2025-breakdown-usd.csv
202506,中国台湾,23145,30973029,USD,customs-85177950-2025-breakdown-usd.csv
202506,中国澳门,200,198533,USD,customs-85177950-2025-breakdown-usd.csv
202506,中国香港,15989,38074630,USD,customs-85177950-2025-breakdown-usd.csv
202506,丹麦,471,330159,USD,customs-85177950-2025-breakdown-usd.csv
202506,乌克兰,849,219335,USD,customs-85177950-2025-breakdown-usd.csv
202506,乌兹别克斯坦,522,359003,USD,customs-85177950-2025-breakdown-usd.csv
202506,乌干达,189,17010,USD,customs-85177950-2025-breakdown-usd.csv
202506,乌拉圭,39,24244,USD,customs-85177950-2025-breakdown-usd.csv
202506,乍得,9,909,USD,customs-85177950-2025-breakdown-usd.csv
202506,亚美尼亚,8,7418,USD,customs-85177950-2025-breakdown-usd.csv
202506,以色列,686,713700,USD,customs-85177950-2025-breakdown-usd.csv
202506,伊拉克,1240,88843,USD,customs-85177950-2025-breakdown-usd.csv
202506,伊朗,455,10996,USD,customs-85177950-2025-breakdown-usd.csv
202506,俄罗斯,7919,4212832,USD,customs-85177950-2025-breakdown-usd.csv
202506,保加利亚,34,23864,USD,customs-85177950-2025-breakdown-usd.csv
202506,克罗地亚,1,2010,USD,customs-85177950-2025-breakdown-usd.csv
202506,"关岛
",1,283,USD,customs-85177950-2025-breakdown-usd.csv
202506,冈比亚,3,797,USD,customs-85177950-2025-breakdown-usd.csv
202506,冰岛,57,105479,USD,customs-85177950-2025-breakdown-usd.csv
202506,几内亚,0,184,USD,customs-85177950-2025-breakdown-usd.csv
202506,列支敦士登,18,6501,USD,customs-85177950-2025-breakdown-usd.csv
202506,刚果共和国,1,5532,USD,customs-85177950-2025-breakdown-usd.csv
202506,刚果民主共和国,99,73064,USD,customs-85177950-2025-breakdown-usd.csv
202506,利比亚,7,2760,USD,customs-85177950-2025-breakdown-usd.csv
202506,利比里亚,9,1378,USD,customs-85177950-2025-breakdown-usd.csv
202506,加拿大,1838,1380934,USD,customs-85177950-2025-breakdown-usd.csv
202506,加纳,98,127544,USD,customs-85177950-2025-breakdown-usd.csv
202506,加蓬,37,10640,USD,customs-85177950-2025-breakdown-usd.csv
202506,匈牙利,4172,5124852,USD,customs-85177950-2025-breakdown-usd.csv
202506,北马其顿,2,912,USD,customs-85177950-2025-breakdown-usd.csv
202506,"北马里亚纳群岛
",1,922,USD,customs-85177950-2025-breakdown-usd.csv
202506,南非,635,381190,USD,customs-85177950-2025-breakdown-usd.csv
202506,博茨瓦纳,13,19,USD,customs-85177950-2025-breakdown-usd.csv
202506,卡塔尔,117,75889,USD,customs-85177950-2025-breakdown-usd.csv
202506,印度,7548,2668050,USD,customs-85177950-2025-breakdown-usd.csv
202506,印度尼西亚,3221,1497943,USD,customs-85177950-2025-breakdown-usd.csv
202506,危地马拉,6,854,USD,customs-85177950-2025-breakdown-usd.csv
202506,厄瓜多尔,39,91604,USD,customs-85177950-2025-breakdown-usd.csv
202506,古巴,0,68,USD,customs-85177950-2025-breakdown-usd.csv
202506,吉尔吉斯斯坦,80,28834,USD,customs-85177950-2025-breakdown-usd.csv
202506,哈萨克斯坦,789,1365014,USD,customs-85177950-2025-breakdown-usd.csv
202506,哥伦比亚,51,197998,USD,customs-85177950-2025-breakdown-usd.csv
202506,哥斯达黎加,0,317,USD,customs-85177950-2025-breakdown-usd.csv
202506,土库曼斯坦,21,5970,USD,customs-85177950-2025-breakdown-usd.csv
202506,土耳其,1286,270728,USD,customs-85177950-2025-breakdown-usd.csv
202506,圭亚那,1,2594,USD,customs-85177950-2025-breakdown-usd.csv
202506,坦桑尼亚,360,180059,USD,customs-85177950-2025-breakdown-usd.csv
202506,埃及,33,23856,USD,customs-85177950-2025-breakdown-usd.csv
202506,埃塞俄比亚,131,11404,USD,customs-85177950-2025-breakdown-usd.csv
202506,塔吉克斯坦,3,1694,USD,customs-85177950-2025-breakdown-usd.csv
202506,塞内加尔,401,15170,USD,customs-85177950-2025-breakdown-usd.csv
202506,塞尔维亚,17,69340,USD,customs-85177950-2025-breakdown-usd.csv
202506,塞拉利昂,0,1324,USD,customs-85177950-2025-breakdown-usd.csv
202506,塞舌尔,1,511,USD,customs-85177950-2025-breakdown-usd.csv
202506,墨西哥,6472,16371204,USD,customs-85177950-2025-breakdown-usd.csv
202506,"多米尼加
",40,35937,USD,customs-85177950-2025-breakdown-usd.csv
202506,奥地利,50,41258,USD,customs-85177950-2025-breakdown-usd.csv
202506,委内瑞拉,1,261,USD,customs-85177950-2025-breakdown-usd.csv
202506,孟加拉国,742,166331,USD,customs-85177950-2025-breakdown-usd.csv
202506,安哥拉,13,3314,USD,customs-85177950-2025-breakdown-usd.csv
202506,尼加拉瓜,0,29,USD,customs-85177950-2025-breakdown-usd.csv
202506,尼日利亚,879,135396,USD,customs-85177950-2025-breakdown-usd.csv
202506,尼泊尔,114,19555,USD,customs-85177950-2025-breakdown-usd.csv
202506,巴基斯坦,672,932290,USD,customs-85177950-2025-breakdown-usd.csv
202506,巴布亚新几内亚,70,1440,USD,customs-85177950-2025-breakdown-usd.csv
202506,巴拉圭,119,46220,USD,customs-85177950-2025-breakdown-usd.csv
202506,巴拿马,701,477655,USD,customs-85177950-2025-breakdown-usd.csv
202506,巴林,5,4676,USD,customs-85177950-2025-breakdown-usd.csv
202506,巴西,4582,1996617,USD,customs-85177950-2025-breakdown-usd.csv
202506,布基纳法索,10,8107,USD,customs-85177950-2025-breakdown-usd.csv
202506,希腊,66,30744,USD,customs-85177950-2025-breakdown-usd.csv
202506,帕劳,0,136,USD,customs-85177950-2025-breakdown-usd.csv
202506,德国,10394,7444915,USD,customs-85177950-2025-breakdown-usd.csv
202506,意大利,266,269152,USD,customs-85177950-2025-breakdown-usd.csv
202506,拉脱维亚,1052,470283,USD,customs-85177950-2025-breakdown-usd.csv
202506,挪威,1414,1911280,USD,customs-85177950-2025-breakdown-usd.csv
202506,捷克,1738,619821,USD,customs-85177950-2025-breakdown-usd.csv
202506,摩尔多瓦,32,15783,USD,customs-85177950-2025-breakdown-usd.csv
202506,摩洛哥,284,310243,USD,customs-85177950-2025-breakdown-usd.csv
202506,文莱,1,504,USD,customs-85177950-2025-breakdown-usd.csv
202506,斐济,1,1326,USD,customs-85177950-2025-breakdown-usd.csv
202506,斯洛伐克,32,72789,USD,customs-85177950-2025-breakdown-usd.csv
202506,斯洛文尼亚,70,16182,USD,customs-85177950-2025-breakdown-usd.csv
202506,斯里兰卡,14,6248,USD,customs-85177950-2025-breakdown-usd.csv
202506,新加坡,8264,8802379,USD,customs-85177950-2025-breakdown-usd.csv
202506,新喀里多尼亚,1,703,USD,customs-85177950-2025-breakdown-usd.csv
202506,新西兰,41,47892,USD,customs-85177950-2025-breakdown-usd.csv
202506,日本,2145,2756109,USD,customs-85177950-2025-breakdown-usd.csv
202506,智利,70,54550,USD,customs-85177950-2025-breakdown-usd.csv
202506,柬埔寨,109,36751,USD,customs-85177950-2025-breakdown-usd.csv
202506,格鲁吉亚,22,13515,USD,customs-85177950-2025-breakdown-usd.csv
202506,比利时,1150,607676,USD,customs-85177950-2025-breakdown-usd.csv
202506,毛里求斯,9,3869,USD,customs-85177950-2025-breakdown-usd.csv
202506,沙特阿拉伯,2344,382679,USD,customs-85177950-2025-breakdown-usd.csv
202506,法国,2297,861828,USD,customs-85177950-2025-breakdown-usd.csv
202506,法属圭亚那,0,754,USD,customs-85177950-2025-breakdown-usd.csv
202506,波兰,1087,561121,USD,customs-85177950-2025-breakdown-usd.csv
202506,波多黎各,51,12054,USD,customs-85177950-2025-breakdown-usd.csv
202506,波斯尼亚和黑塞哥维那,2,777,USD,customs-85177950-2025-breakdown-usd.csv
202506,泰国,15624,28412635,USD,customs-85177950-2025-breakdown-usd.csv
202506,津巴布韦,35,28736,USD,customs-85177950-2025-breakdown-usd.csv
202506,洪都拉斯,41,33148,USD,customs-85177950-2025-breakdown-usd.csv
202506,澳大利亚,1333,913309,USD,customs-85177950-2025-breakdown-usd.csv
202506,爱尔兰,16464,8950274,USD,customs-85177950-2025-breakdown-usd.csv
202506,爱沙尼亚,16,29831,USD,customs-85177950-2025-breakdown-usd.csv
202506,牙买加,0,400,USD,customs-85177950-2025-breakdown-usd.csv
202506,特克斯和凯科斯群岛,0,194,USD,customs-85177950-2025-breakdown-usd.csv
202506,"玻利维亚
",0,790,USD,customs-85177950-2025-breakdown-usd.csv
202506,瑙鲁,1,365,USD,customs-85177950-2025-breakdown-usd.csv
202506,瑞典,3667,1507909,USD,customs-85177950-2025-breakdown-usd.csv
202506,瑞士,802,847628,USD,customs-85177950-2025-breakdown-usd.csv
202506,瓦努阿图,2,188,USD,customs-85177950-2025-breakdown-usd.csv
202506,留尼汪,12,37926,USD,customs-85177950-2025-breakdown-usd.csv
202506,白俄罗斯,293,34127,USD,customs-85177950-2025-breakdown-usd.csv
202506,科威特,182,10061,USD,customs-85177950-2025-breakdown-usd.csv
202506,科摩罗,0,61,USD,customs-85177950-2025-breakdown-usd.csv
202506,科特迪瓦,221,231169,USD,customs-85177950-2025-breakdown-usd.csv
202506,秘鲁,195,280696,USD,customs-85177950-2025-breakdown-usd.csv
202506,突尼斯,6,21757,USD,customs-85177950-2025-breakdown-usd.csv
202506,立陶宛,59,17931,USD,customs-85177950-2025-breakdown-usd.csv
202506,索马里,7,1489,USD,customs-85177950-2025-breakdown-usd.csv
202506,约旦,247,12586,USD,customs-85177950-2025-breakdown-usd.csv
202506,"纽埃
",0,15,USD,customs-85177950-2025-breakdown-usd.csv
202506,缅甸,78,120758,USD,customs-85177950-2025-breakdown-usd.csv
202506,罗马尼亚,196,157059,USD,customs-85177950-2025-breakdown-usd.csv
202506,美国,28408,44355375,USD,customs-85177950-2025-breakdown-usd.csv
202506,"美属萨摩亚
",2,1490,USD,customs-85177950-2025-breakdown-usd.csv
202506,老挝,121,2424,USD,customs-85177950-2025-breakdown-usd.csv
202506,肯尼亚,5700,492974,USD,customs-85177950-2025-breakdown-usd.csv
202506,芬兰,439,261565,USD,customs-85177950-2025-breakdown-usd.csv
202506,英国,3333,2395299,USD,customs-85177950-2025-breakdown-usd.csv
202506,荷兰,10286,11873253,USD,customs-85177950-2025-breakdown-usd.csv
202506,莫桑比克,0,2190,USD,customs-85177950-2025-breakdown-usd.csv
202506,莱索托,0,378,USD,customs-85177950-2025-breakdown-usd.csv
202506,菲律宾,608,446361,USD,customs-85177950-2025-breakdown-usd.csv
202506,萨尔瓦多,5,4253,USD,customs-85177950-2025-breakdown-usd.csv
202506,葡萄牙,55,109178,USD,customs-85177950-2025-breakdown-usd.csv
202506,蒙古,77,28363,USD,customs-85177950-2025-breakdown-usd.csv
202506,西班牙,281,236785,USD,customs-85177950-2025-breakdown-usd.csv
202506,赞比亚,37,13792,USD,customs-85177950-2025-breakdown-usd.csv
202506,越南,5232,2707872,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿塞拜疆,22,26100,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿富汗,343,100674,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿尔及利亚,352,563527,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿尔巴尼亚,28,19090,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿曼,13,4098,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿根廷,769,296558,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿联酋,4774,2023998,USD,customs-85177950-2025-breakdown-usd.csv
202506,阿鲁巴,8,17685,USD,customs-85177950-2025-breakdown-usd.csv
202506,韩国,4501,3103543,USD,customs-85177950-2025-breakdown-usd.csv
202506,马尔代夫,8,5540,USD,customs-85177950-2025-breakdown-usd.csv
202506,马拉维,44,44324,USD,customs-85177950-2025-breakdown-usd.csv
202506,马来西亚,88223,163678687,USD,customs-85177950-2025-breakdown-usd.csv
202506,马耳他,0,34,USD,customs-85177950-2025-breakdown-usd.csv
202506,马达加斯加,2,2726,USD,customs-85177950-2025-breakdown-usd.csv
202506,马里,1,3285,USD,customs-85177950-2025-breakdown-usd.csv
202506,黎巴嫩,1338,43157,USD,customs-85177950-2025-breakdown-usd.csv
202506,黑山,2,5621,USD,customs-85177950-2025-breakdown-usd.csv
202507,中国台湾,23967,31128016,USD,customs-85177950-2025-breakdown-usd.csv
202507,中国澳门,27,15356,USD,customs-85177950-2025-breakdown-usd.csv
202507,中国香港,13853,24434125,USD,customs-85177950-2025-breakdown-usd.csv
202507,中非,12,2273,USD,customs-85177950-2025-breakdown-usd.csv
202507,丹麦,579,392060,USD,customs-85177950-2025-breakdown-usd.csv
202507,乌克兰,276,185920,USD,customs-85177950-2025-breakdown-usd.csv
202507,乌兹别克斯坦,183,54209,USD,customs-85177950-2025-breakdown-usd.csv
202507,乌干达,239,42049,USD,customs-85177950-2025-breakdown-usd.csv
202507,乌拉圭,60,55209,USD,customs-85177950-2025-breakdown-usd.csv
202507,乍得,19,3458,USD,customs-85177950-2025-breakdown-usd.csv
202507,也门,9,3843,USD,customs-85177950-2025-breakdown-usd.csv
202507,亚美尼亚,43,24144,USD,customs-85177950-2025-breakdown-usd.csv
202507,以色列,1003,1208866,USD,customs-85177950-2025-breakdown-usd.csv
202507,伊拉克,1623,262787,USD,customs-85177950-2025-breakdown-usd.csv
202507,伊朗,487,17605,USD,customs-85177950-2025-breakdown-usd.csv
202507,伯利兹,0,105,USD,customs-85177950-2025-breakdown-usd.csv
202507,俄罗斯,11701,4694938,USD,customs-85177950-2025-breakdown-usd.csv
202507,保加利亚,155,60239,USD,customs-85177950-2025-breakdown-usd.csv
202507,克罗地亚,1,683,USD,customs-85177950-2025-breakdown-usd.csv
202507,"关岛
",1,362,USD,customs-85177950-2025-breakdown-usd.csv
202507,冈比亚,2,433,USD,customs-85177950-2025-breakdown-usd.csv
202507,冰岛,8,3703,USD,customs-85177950-2025-breakdown-usd.csv
202507,几内亚,34,3866,USD,customs-85177950-2025-breakdown-usd.csv
202507,列支敦士登,1,734,USD,customs-85177950-2025-breakdown-usd.csv
202507,刚果共和国,4,1266,USD,customs-85177950-2025-breakdown-usd.csv
202507,刚果民主共和国,140,22477,USD,customs-85177950-2025-breakdown-usd.csv
202507,利比亚,6,2639,USD,customs-85177950-2025-breakdown-usd.csv
202507,利比里亚,8,7946,USD,customs-85177950-2025-breakdown-usd.csv
202507,加拿大,2608,1625664,USD,customs-85177950-2025-breakdown-usd.csv
202507,加纳,161,43457,USD,customs-85177950-2025-breakdown-usd.csv
202507,匈牙利,2673,2542254,USD,customs-85177950-2025-breakdown-usd.csv
202507,南非,351,225727,USD,customs-85177950-2025-breakdown-usd.csv
202507,博茨瓦纳,23,3327,USD,customs-85177950-2025-breakdown-usd.csv
202507,卡塔尔,178,22991,USD,customs-85177950-2025-breakdown-usd.csv
202507,卢旺达,1,507,USD,customs-85177950-2025-breakdown-usd.csv
202507,卢森堡,48,52640,USD,customs-85177950-2025-breakdown-usd.csv
202507,印度,7124,3262767,USD,customs-85177950-2025-breakdown-usd.csv
202507,印度尼西亚,4636,2287087,USD,customs-85177950-2025-breakdown-usd.csv
202507,危地马拉,58,28332,USD,customs-85177950-2025-breakdown-usd.csv
202507,厄瓜多尔,67,33286,USD,customs-85177950-2025-breakdown-usd.csv
202507,叙利亚,48,5479,USD,customs-85177950-2025-breakdown-usd.csv
202507,吉尔吉斯斯坦,31,10719,USD,customs-85177950-2025-breakdown-usd.csv
202507,吉布提,4,3127,USD,customs-85177950-2025-breakdown-usd.csv
202507,哈萨克斯坦,1011,643853,USD,customs-85177950-2025-breakdown-usd.csv
202507,哥伦比亚,155,90995,USD,customs-85177950-2025-breakdown-usd.csv
202507,哥斯达黎加,2,7197,USD,customs-85177950-2025-breakdown-usd.csv
202507,喀麦隆,0,23,USD,customs-85177950-2025-breakdown-usd.csv
202507,图瓦卢,0,146,USD,customs-85177950-2025-breakdown-usd.csv
202507,土库曼斯坦,5,1673,USD,customs-85177950-2025-breakdown-usd.csv
202507,土耳其,564,338141,USD,customs-85177950-2025-breakdown-usd.csv
202507,圭亚那,0,138,USD,customs-85177950-2025-breakdown-usd.csv
202507,坦桑尼亚,372,63468,USD,customs-85177950-2025-breakdown-usd.csv
202507,埃及,295,162288,USD,customs-85177950-2025-breakdown-usd.csv
202507,埃塞俄比亚,202,116541,USD,customs-85177950-2025-breakdown-usd.csv
202507,塔吉克斯坦,9,3211,USD,customs-85177950-2025-breakdown-usd.csv
202507,塞内加尔,17,52374,USD,customs-85177950-2025-breakdown-usd.csv
202507,塞尔维亚,63,8046,USD,customs-85177950-2025-breakdown-usd.csv
202507,塞浦路斯,17,1101,USD,customs-85177950-2025-breakdown-usd.csv
202507,塞舌尔,4,892,USD,customs-85177950-2025-breakdown-usd.csv
202507,墨西哥,6599,13390575,USD,customs-85177950-2025-breakdown-usd.csv
202507,"多米尼加
",405,58572,USD,customs-85177950-2025-breakdown-usd.csv
202507,奥地利,108,59157,USD,customs-85177950-2025-breakdown-usd.csv
202507,委内瑞拉,239,190739,USD,customs-85177950-2025-breakdown-usd.csv
202507,孟加拉国,402,89995,USD,customs-85177950-2025-breakdown-usd.csv
202507,安哥拉,46,85475,USD,customs-85177950-2025-breakdown-usd.csv
202507,尼加拉瓜,26,9091,USD,customs-85177950-2025-breakdown-usd.csv
202507,尼日利亚,2546,197589,USD,customs-85177950-2025-breakdown-usd.csv
202507,尼泊尔,150,36715,USD,customs-85177950-2025-breakdown-usd.csv
202507,巴基斯坦,497,138920,USD,customs-85177950-2025-breakdown-usd.csv
202507,巴布亚新几内亚,8,13760,USD,customs-85177950-2025-breakdown-usd.csv
202507,巴拉圭,100,161200,USD,customs-85177950-2025-breakdown-usd.csv
202507,巴拿马,304,176964,USD,customs-85177950-2025-breakdown-usd.csv
202507,巴林,13,19359,USD,customs-85177950-2025-breakdown-usd.csv
202507,巴西,5899,2066008,USD,customs-85177950-2025-breakdown-usd.csv
202507,布基纳法索,85,78833,USD,customs-85177950-2025-breakdown-usd.csv
202507,布隆迪,17,2456,USD,customs-85177950-2025-breakdown-usd.csv
202507,希腊,33,4828,USD,customs-85177950-2025-breakdown-usd.csv
202507,德国,11484,9285151,USD,customs-85177950-2025-breakdown-usd.csv
202507,意大利,382,171859,USD,customs-85177950-2025-breakdown-usd.csv
202507,拉脱维亚,942,379465,USD,customs-85177950-2025-breakdown-usd.csv
202507,挪威,1760,3164135,USD,customs-85177950-2025-breakdown-usd.csv
202507,捷克,1217,353810,USD,customs-85177950-2025-breakdown-usd.csv
202507,摩尔多瓦,16,7772,USD,customs-85177950-2025-breakdown-usd.csv
